0,pinyin,mim simpl,mim trad,Glosnnummer,Functioneel,HIERARCHIE DINGEMANSE,Gloss meaning,Middle Chinese,MC tonen,Morf,zdic,Translation,Sem typ (corpus),Sem typ (dict),Fanqie zdic,AUTHOR ENGL,AUTHOR CHI,BORN,DIED,old birhplace,current place,other place (current),titel,POEM PLACE,Syntaxis,distichon/regel,vert Wang,Uitspraak distichon,pagina Wang,onderdeel 3TP,link,,,http://zh.wikisource.org/wiki/%E5%94%90%E8%A9%A9%E4%B8%89%E7%99%BE%E9%A6%96,,,,,,
38,sōuliú,飕飗,颼飀,26,PR,SOUND,wind sound,#srjuw~#ljuw,P~P,RHYME,1.象声词。风雨声。2.风凛冽貌。 3.指寒气，寒风。 4.衰败貌。,1. Sound of wind and rain. 2. Piercingly cold wind. 3. Cold air or wind. 4. Decaying.,PHONO,PHOPHE,所流切，音搜。＋《集韻》力求切，音劉,Li Qi,李頎,690,751,赵郡,赵县市,登封,聽安萬善吹觱篥歌,,7 67,枯桑老柏寒颼飀，九雛鳴鳳亂啾啾。,Its tune is like free-moving wind that itself steers; freezing the withered mulberry and old cypress; making many young phoenixes cry in a mess; arousing at once dragons' wails and tigers' roars.,Kū sāng lǎo bǎi hán sōu liú, jiǔ chú míng fèng luàn jiūjiū.,60,七言古诗,http://zh.wikisource.org/wiki/%E8%81%BD%E5%AE%89%E8%90%AC%E5%96%84%E5%90%B9%E8%A7%B1%E7%AF%A5%E6%AD%8C,,,,,,,,
154,táorán,陶然,陶然,114,AD,COGNITIVE_STATE,drunk happy,#dew-*nyen,P-P,RAN,1.醉乐貌。 2.喜悦、快乐貌。 ,1. Drunk and funny. 2. Happy.,PHENO,PHENO,《唐韻》《集韻》《韻會》《正韻》徒刀切，音桃。 + 《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Cui Shu,崔曙,704,739,定州,定州,商丘,九日登望仙臺呈劉明府容,,7 12,且欲近尋彭澤宰，陶然共醉菊花杯。,I'd rather have Prefect nearby t'gether with me; drink chrysanthemum wine and make ourselves carefree.,Qiě yù jìn xún péngzézǎi, táorán gòng zuì júhuā bēi.,246,七言律诗,http://zh.wikisource.org/wiki/%E4%B9%9D%E6%97%A5%E7%99%BB%E6%9C%9B%E4%BB%99%E8%87%BA%E5%91%88%E5%8A%89%E6%98%8E%E5%BA%9C%E5%AE%B9,,,,,,,,
146,tiáodì,迢递,迢遞,107,PR,VISUAL,distant,#tew~#dejH,P~Q,ALLIT,亦作“ 迢遰 ”。亦作“ 迢逓 ”。亦作“ 迢递 ”。 1.遥远貌。 2.指思虑悠远。 3.高峻貌。 4.曲折貌。5.婉转貌。 6.连绵不绝貌。 7.时间久长貌。,1. Distant. 2. Deep pondering. 3. High and steep. 4. Tortuous. 5. Sweet and agreeable. 6. Connected. 7. Of a long time.,PHENO,PHENO,《唐韻》徒聊切《集韻》《韻會》《正韻》田聊切，音條。 + 《廣韻》徒禮切《集韻》《韻會》《正韻》待禮切，音悌。,Cui Tu,崔塗,854,NA,江南,中國江南,富春江,除夜有懷,,5 12,迢遞三巴路，羈危萬里身。,Long is the road to the three Ba's in the west land; where far from home I now stay and the trials withstand.,Tiáo dì sān bā lù, jī wēi wànlǐ shēn.,237,五言律诗,http://zh.wikisource.org/wiki/%E9%99%A4%E5%A4%9C%E6%9C%89%E6%87%B7_(%E5%B4%94%E5%A1%97),,,,,,,,
144,tiáodì,迢递,迢遞,105,BG,VISUAL,distant,#tew~#dejH,P~Q,ALLIT,亦作“ 迢遰 ”。亦作“ 迢逓 ”。亦作“ 迢递 ”。 1.遥远貌。 2.指思虑悠远。 3.高峻貌。 4.曲折貌。5.婉转貌。 6.连绵不绝貌。 7.时间久长貌。,1. Distant. 2. Deep pondering. 3. High and steep. 4. Tortuous. 5. Sweet and agreeable. 6. Connected. 7. Of a long time.,PHENO,PHENO,《唐韻》徒聊切《集韻》《韻會》《正韻》田聊切，音條。 + 《廣韻》徒禮切《集韻》《韻會》《正韻》待禮切，音悌。,Li Shangyin,李商隱,813,858,河內,临洮县,鄭州,落花,,5 12,參差連曲陌，迢遞送斜暉。,They swirl pellmell and to tortuous paths swiftly run; as far as if they would see off the setting sun.,Cēncī lián qū mò, tiáo dìsòng xiéhuī.,230,五言律诗,http://zh.wikisource.org/wiki/%E8%90%BD%E8%8A%B1_(%E6%9D%8E%E5%95%86%E9%9A%B1),,,,,,,,
194,tiáotiáo,迢迢,迢迢,144,PR,VISUAL,long,#tew~tew,P~P,RED,1.高貌。 2.深貌。3.道路遥远貌；水流绵长貌。4.时间久长貌。 5.舞动貌。 ,1. High. 2. Deep. 3. Said of a long and distant road, river, endless. 4. Of a long time. 5. Dancing.,PHENO,PHENO,《唐韻》徒聊切《集韻》《韻會》《正韻》田聊切，音條。,Du Mu,杜牧,803,852,萬年,西安,,寄揚州韓綽判官,,7 67,青山隱隱水迢迢，秋盡江南草未凋。,"The mountains grow indistinct, the waters flow far away; at autumn's end, green grasses south of the river still stay.",Qīngshān yǐnyǐn shuǐ tiáotiáo, qiū jǐn jiāngnán cǎo wèi diāo.,337,七言绝句,http://zh.wikisource.org/wiki/%E5%AF%84%E6%8F%9A%E5%B7%9E%E9%9F%93%E7%B6%BD%E5%88%A4%E5%AE%98,,,,,,
116,tiáotiáo,迢迢,迢迢,82,PR,VISUAL,distant,#tew~tew,P~P,RED,1.高貌。 2.深貌。3.道路遥远貌；水流绵长貌。4.时间久长貌。 5.舞动貌。 ,1. High. 2. Deep. 3. Said of a long and distant road, river, endless. 4. Of a long time. 5. Dancing.,PHENO,PHENO,《唐韻》徒聊切《集韻》《韻會》《正韻》田聊切，音條。,Li Bai,李白,701,762,綿州,省江油市,托克马克,長相思之二,,7 34,此曲有意無人傳，願隨春風寄燕然，憶君迢迢隔青天。,"No one is to carry my song's message, I fear; let it be brought by the spring breeze to the frontier; with the blue sky 'tween us, how I long for you here!",Cǐ qū yǒuyì wúrén chuán, yuàn suí chūnfēng jì yàn rán, yì jūn tiáotiáo gé qīngtiān.,140,乐府,http://zh.wikisource.org/wiki/%E9%95%B7%E7%9B%B8%E6%80%9D_(%E6%97%A5%E8%89%B2%E6%AC%B2%E7%9B%A1%E8%8A%B1%E5%90%AB%E7%85%99),,,,,
197,tiáotiáo,迢迢,迢迢,146,PR,VISUAL,long,#tew~tew,P~P,RED,1.高貌。 2.深貌。3.道路遥远貌；水流绵长貌。4.时间久长貌。 5.舞动貌。 ,1. High. 2. Deep. 3. Said of a long and distant road, river, endless. 4. Of a long time. 5. Dancing.,PHENO,PHENO,《唐韻》徒聊切《集韻》《韻會》《正韻》田聊切，音條。,Li Shangyin,李商隱,813,858,河內,临洮县,鄭州,寄令狐郎中,,7 34,嵩雲秦樹久離居，雙鯉迢迢一紙書。,You in Chang'an and I in Luoyang - long parted are we; from your place far away your letter has at last reached me.,Sōng yún qínshùjiǔ lí jū, shuāng lǐ tiáotiáo yī zhǐ shū.,340,七言绝句,http://zh.wikisource.org/wiki/%E5%AF%84%E4%BB%A4%E7%8B%90%E9%83%8E%E4%B8%AD,,,,,,
152,tiáoyáo,岧嶤,岧嶤,112,BG,VISUAL,high steep,#tew~#ngew,P~P,RHYME,亦作“ 岧嶢 ”。亦作“岹嶢”。 高峻；高耸。 ,High and steep, towering.,PHENO,PHENO,《廣韻》徒聊切《集韻》田聊切，音條岧嶤，山高貌。 + 《唐韻》古僚切《廣韻》五聊切《集韻》《韻會》倪幺切，音堯。,Cui Hao,崔顥,704,754,汴州,开封,,行經華陰,,7 12,岧嶤太華俯咸京，天外三峰削不成。,High and steep is Taihua Mountain o'erlooking Xianyang Capital; its three peaks towering beyond the sky are not worked by the hands mortal.,Tiáo yáo tài huá fǔ xián jīng, tiānwài sānfēng xuē bùchéng.,244,七言律诗,http://zh.wikisource.org/wiki/%E8%A1%8C%E7%B6%93%E8%8F%AF%E9%99%B0,,,,,,,
18,tūwù,突兀,突兀,14,AD,VISUAL,towering,*dwot~*ngwot,R~R,RHYME,亦作“ 突杌 ”、“ 突屼 ”。1.高耸貌。2.特出；奇特。3.端坐貌。 4.猝然。 5.奇怪；别扭。,1. Towering. 2. Outstanding, peculiar. 3. Sit upright. 4. Suddenly. 5. Strange, awkward.,PHENO,PHENO,,Cen Shen,岑參,715,770,南陽,邓州市,荆州,與高適薛據登慈恩寺浮圖,,5 12,突兀壓神州，崢嶸如鬼工。,Surpassing all others in the country, it's like a structure of genie's workmanship.,Túwù yā shénzhōu, zhēng róng rú guǐ gōng.,29,五言古诗,http://zh.wikisource.org/wiki/%E8%88%87%E9%AB%98%E9%81%A9%E8%96%9B%E6%93%9A%E7%99%BB%E6%85%88%E6%81%A9%E5%AF%BA%E6%B5%AE%E5%9C%96,,,,,
176,wǎngrán,惘然,惘然,131,PR,INNER_FEELINGS+EVALUATION,overwhelmed,*mjangX-*nyen,S-P,RAN,1.失意貌；忧思貌。 2.疑惑不解貌。3.谓不知所措貌。 4.迷糊不清貌。 5.谓空无所有貌。,1. Dejected, sorrowful. 2. Puzzled. 3. Overwhelmed, at a loss for words. 4. Fuzzy, vague. 5. Empty.,PSYCHO,PHEPSY,《廣韻》文兩切《集韻》《韻會》《正韻》文紡切，音網。 + 《唐韻》《集韻》《類篇》《韻會》《正韻》如延切，音。,Li Shangyin,李商隱,813,858,河內,临洮县,鄭州,錦瑟,,7 67,此情可待成追憶，只是當時已惘然。,"Are these strong feelings only to be later recalled?; at the very first they were felt, one must have been galled.",Cǐ qíng kě dài chéng zhuīyì, zhǐshì dāngshí yǐ wǎngrán.,282,七言律诗,http://zh.wikisource.org/wiki/%E9%8C%A6%E7%91%9F,,,,,
75,wūhū,呜呼,嗚呼,54,PR,SOUND+INNER_FEELINGS,wasted time,#'u~#hu,P~P,RHYME,亦作“ 呜乎 ”。亦作“ 呜虖 ”。 1.叹词。表示悲伤。2.叹词。表示赞美或慨叹。3.旧时祭文中常用“呜呼”，后因以借指死亡。4.象声词。多用作哭声或鸟鸣声。,1. Exlamation of sadness ('alas'). 2. Exclamation of praise or lament. 3. Death (old texts). 4. Sound of crying or birds chirping (onom.),PHONO,PHOPSY,《廣韻》哀都切《集韻》《韻會》汪胡切，音污。 + 《唐韻》荒烏切《集韻》《韻會》《正韻》荒胡切，音虍。,Han Yu,韓愈,768,824,河陽,孟縣,昌黎,石鼓歌,,7 12,石鼓之歌止於此，嗚呼吾意其蹉跎。,"And here must be ended my poor Ode to the Stone Drums; but alas, would that my intention might not to naught come!",Shí gǔ zhī gē zhǐ yú cǐ, wūhū wú yì qí cuōtuó.,97,七言古诗,http://zh.wikisource.org/wiki/%E7%9F%B3%E9%BC%93%E6%AD%8C_(%E9%9F%93%E6%84%88),,,,,,,,
29,wùlù,雾露,霧露,20,S,VISUAL,mist,*mjuH~*luH,Q~Q,RHYME,1.指雾。2.因冒霜露犯寒暑而死的典故。 3.喻谗谄蔽明的人。4.喻恩泽。,1. Fog. 2. Allusion to death because of frost and dew in winter and summer. 3. People who slander and flatter (metaphor). 4. Grace, lustre (metaphor).,PHENO,PHENO,《廣韻》《韻會》亡遇切，音務。 + 《唐韻》洛故切《集韻》《韻會》《正韻》魯故切，音路。,Liu Zongyuan,柳宗元,773,819,河東,永济市,,晨詣超師院讀禪經,,5 34,日出霧露餘，青松如膏沐。,"Still moistened by the dew and mist, when the sun shines; as if they were bathed in oil, look these verdant pines.",Rì chū wù lù yú, qīngsōng rú gāo mù.,43,五言古诗,http://zh.wikisource.org/wiki/%E6%99%A8%E8%A9%A3%E8%B6%85%E5%B8%AB%E9%99%A2%E8%AE%80%E7%A6%AA%E7%B6%93,,,,,,,
69,wùyuè,悟悅,悟悅,49,AD,INNER_FEELINGS,understanding happy,*nguH~*ywet,Q~R,DIFF,因了悟而喜悦。,Happy because of understanding.,PSYCHO,PSYCHO,《唐韻》《集韻》《韻會》《正韻》五故切，音誤。 + 《廣韻》弋雪切《集韻》《韻會》欲雪切，音閱。,Liu Zongyuan,柳宗元,773,819,河東,永济市,,晨詣超師院讀禪經,,5 12,澹然離言說，悟悅心自足。,"A feeling of calm beyond words has seized on me; conscious of bliss, of course contented I should be.",Dànrán lí yánshuō, wù yuè xīn zìzú.,43,五言古诗,http://zh.wikisource.org/wiki/%E6%99%A8%E8%A9%A3%E8%B6%85%E5%B8%AB%E9%99%A2%E8%AE%80%E7%A6%AA%E7%B6%93,,,,,,,,
128,xiánxián,闲闲,閑閑,92,AD,MOVEMENT,tranquil,*hean~hean,P~P,RED,亦作“閒閒”。 1.从容自得貌。2.强盛貌。3.闲静。4.悠闲的样子。5.引申谓随随便便，不在意。,1. Calm and content. 2. Powerful and prosperous. 3. Serene, tranquil. 4. Leisurely. 5. Arbitrary, as one pleases (metonymy).,PHENO,PHEPSY,《唐韻》戸閒切《集韻》《韻會》何閒切《正韻》何艱切，音閒。,Wang Wei,王維,699,759,祁县,祁县,永济市,歸嵩山作,,5 45,清川帶長薄，車馬去閑閑。,The clear stream girdles a long range of trees; my carriage rattles along with much ease.,Qīngchuān dài zhǎng báo, chē mǎ qù xián xián.,189,五言律诗,http://zh.wikisource.org/wiki/%E6%AD%B8%E5%B5%A9%E5%B1%B1%E4%BD%9C,,,,,,
59,xiāosè,萧瑟,蕭瑟,42,PR,VISUAL,sparse,*sew~*srit,P~R,ALLIT,1.形容风吹树木的声音。2.凋零；冷落；凄凉。3.稀疏。 ,1. Sound of wind blowing through the trees. 2. Coldness. 3. Sparseness.,PHENO,PHOPHE,《唐韻》蘇彫切《集韻》先凋切，音簫。 + 《唐韻》所櫛切《集韻》《韻會》《正韻》色櫛切，音璱。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,觀公孫大娘弟子舞劍器行並序,,7 67,金粟堆前木已拱，瞿塘石城草蕭瑟。,"On the south of Jinsu Tombs, trees have to arch grown; near Qutang Gorge, Stone City grass its bleakness has shown.",Jīn sù duī qián mù yǐ gǒng, qútáng shíchéng cǎo xiāosè.,80,七言古诗,http://zh.wikisource.org/wiki/%E8%A7%80%E5%85%AC%E5%AD%AB%E5%A4%A7%E5%A8%98%E5%BC%9F%E5%AD%90%E8%88%9E%E5%8A%8D%E5%99%A8%E8%A1%8C%E4%B8%A6%E5%BA%8F,,,,,,,,
162,xiāotiáo,萧条,蕭條,120,PR,MOVEMENT+COGNITIVE_STATE,decline,*sew~#dew,P~P,RHYME,1.寂寞冷落；凋零。2.指政治、经济等不景气；衰微；衰退。 3.疏散；稀疏。 4.匮乏。 5.犹逍遥。闲逸貌。 6.消瘦貌。7.简陋。,1. Lonely, cold, desolate. 2. Political, economic recession, decline. 3. Sparseness. 4. Scarceness. 5. Leisurely. 6. Thinning down. 7. Simple and crude.,PHENO,PHEPSY,《唐韻》蘇彫切《集韻》先凋切，音簫。 + 《廣韻》徒聊切《集韻》《韻會》田聊切，音迢。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,野望,,7 67,跨馬出郊時極目，不堪人事日蕭條。,"Riding to the suburbs, I at times cast my eyes far away; and can't help grieving for state affairs getting worse day by day.",Kuà mǎ chū jiāo shí jímù, bùkān rénshì rì xiāotiáo.,257,七言律诗,http://zh.wikisource.org/wiki/%E9%87%8E%E6%9C%9B_(%E8%A5%BF%E5%B1%B1%E7%99%BD%E9%9B%AA%E4%B8%89%E5%A5%87%E6%88%8D),,,,
166,xiāotiáo,萧条,蕭條,122,PR,MOVEMENT+COGNITIVE_STATE,decline,*sew~#dew,P~P,RHYME,1.寂寞冷落；凋零。2.指政治、经济等不景气；衰微；衰退。 3.疏散；稀疏。 4.匮乏。 5.犹逍遥。闲逸貌。 6.消瘦貌。7.简陋。,1. Lonely, cold, desolate. 2. Political, economic recession, decline. 3. Sparseness. 4. Scarceness. 5. Leisurely. 6. Thinning down. 7. Simple and crude.,PHENO,PHEPSY,《唐韻》蘇彫切《集韻》先凋切，音簫。 + 《廣韻》徒聊切《集韻》《韻會》田聊切，音迢。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,詠懷古跡之二,,7 12,悵望千秋一灑淚，蕭條異代不同時。,"Song Yu's use of the phrase ""sway and fall"" shows how deep is his sorrow; talented, graceful and learned, he serves as our model also.",Chàng wàng qiānqiū yī sǎlèi, xiāotiáo yì dài bùtóng shí.,264,七言律诗,http://zh.wikisource.org/wiki/%E8%A9%A0%E6%87%B7%E5%8F%A4%E8%B7%A1%E4%B9%8B%E4%BA%8C,,,,
41,xiāotiáo,萧条,蕭條,27,PR,VISUAL,thin,*sew~#dew,P~P,RHYME,1.寂寞冷落；凋零。2.指政治、经济等不景气；衰微；衰退。 3.疏散；稀疏。 4.匮乏。 5.犹逍遥。闲逸貌。 6.消瘦貌。7.简陋。,1. Lonely, cold, desolate. 2. Political, economic recession, decline. 3. Sparseness. 4. Scarceness. 5. Leisurely. 6. Thinning down. 7. Simple and crude.,PHENO,PHEPSY,《唐韻》蘇彫切《集韻》先凋切，音簫。 + 《廣韻》徒聊切《集韻》《韻會》田聊切，音迢。,Li Qi,李頎,690,751,赵郡,赵县市,登封,聽安萬善吹觱篥歌,,7 34,忽然更作漁陽摻，黃雲蕭條白日暗。,"All of a sudden, to Yuyang Drumbeats it comes; yellow clouds turn bleak to Spring in the Willow",Hūrán gēng zuò yú yáng càn, huáng yún xiāotiáo bái rì àn.,60,七言古诗,http://zh.wikisource.org/wiki/%E8%81%BD%E5%AE%89%E8%90%AC%E5%96%84%E5%90%B9%E8%A7%B1%E7%AF%A5%E6%AD%8C,,,,
119,xiāoxiāo,萧萧,蕭蕭,84,PR,SOUND,neigh,*sew~sew,P~P,RED,1.象声词。常形容马叫声、风雨声、流水声、草木摇落声、乐器声等。2.萧条；寂静。3.形容凄清、寒冷。 4.稀疏。5.简陋。6.萧洒。,1. Sound of horses' neighing, the elements (wind and rain), water flowing, plants rustling, music instruments etc. (onom.). 2. Desolate, quiet. 3. Lonely, sad, cold. 4. Sparse. 5. Simple and crude. 6. Natural and unrestrained. ,PHONO,PHOPHE,《唐韻》蘇彫切《集韻》先凋切，音簫。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,兵車行,,6 56,車轔轔，馬蕭蕭，行人弓箭各在腰。,"The chariots are rattling, the horses are neighing; the bows and arrows are round the men's waists swaying.",Chē lín lín, mǎ xiāoxiāo, xíngrén gōngjiàn gè zài yāo.,146,乐府,http://zh.wikisource.org/wiki/%E5%85%B5%E8%BB%8A%E8%A1%8C
163,xiāoxiāo,萧萧,蕭蕭,121,AD,VISUAL,sparse,*sew~sew,P~P,RED,1.象声词。常形容马叫声、风雨声、流水声、草木摇落声、乐器声等。2.萧条；寂静。3.形容凄清、寒冷。 4.稀疏。5.简陋。6.萧洒。,1. Sound of horses' neighing, the elements (wind and rain), water flowing, plants rustling, music instruments etc. (onom.). 2. Desolate, quiet. 3. Lonely, sad, cold. 4. Sparse. 5. Simple and crude. 6. Natural and unrestrained. ,PHENO,PHOPHE,《唐韻》蘇彫切《集韻》先凋切，音簫。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,登高,,7 56,無邊落木蕭蕭下，不盡長江滾滾來。,Those falling leaves in boundless quantity are drifting in the air desolately; the water of the endless Yangtze River is surging on for ever and ever.,Wúbiān luòmù xiāoxiāo xià, bù jìn chángjiāng gǔngǔn lái.,261,七言律诗,http://zh.wikisource.org/wiki/%E7%99%BB%E9%AB%98,
124,xiāoxiāo,萧萧,蕭蕭,88,UT,SOUND,neigh,*sew~sew,P~P,RED,1.象声词。常形容马叫声、风雨声、流水声、草木摇落声、乐器声等。2.萧条；寂静。3.形容凄清、寒冷。 4.稀疏。5.简陋。6.萧洒。,1. Sound of horses' neighing, the elements (wind and rain), water flowing, plants rustling, music instruments etc. (onom.). 2. Desolate, quiet. 3. Lonely, sad, cold. 4. Sparse. 5. Simple and crude. 6. Natural and unrestrained. ,PHONO,PHOPHE,《唐韻》蘇彫切《集韻》先凋切，音簫。,Li Bai,李白,701,762,綿州,省江油市,托克马克,送友人,,5 12,揮手自茲去，蕭蕭班馬鳴。,We've to wave hands and from here you've to depart; for loudly is neighing your horse that'll on time start.,Huīshǒu zì zī qù, xiāoxiāo bān mǎmíng.,174,五言律诗,http://zh.wikisource.org/wiki/%E9%80%81%E5%8F%8B%E4%BA%BA_(%E6%9D%8E%E7%99%BD),
175,xiāoxiāo,萧萧,蕭蕭,130,PR,VISUAL+INNER_FEELINGS,desolate,*sew~sew,P~P,RED,1.象声词。常形容马叫声、风雨声、流水声、草木摇落声、乐器声等。2.萧条；寂静。3.形容凄清、寒冷。 4.稀疏。5.简陋。6.萧洒。,1. Sound of horses' neighing, the elements (wind and rain), water flowing, plants rustling, music instruments etc. (onom.). 2. Desolate, quiet. 3. Lonely, sad, cold. 4. Sparse. 5. Simple and crude. 6. Natural and unrestrained. ,PHENO,PHOPHE,《唐韻》蘇彫切《集韻》先凋切，音簫。,Liu Yuxi,劉禹錫,772,842,中山,定州市,洛陽,西塞山懷古,,7 34,今逢四海為家日，故壘蕭蕭蘆荻秋。,"To-day, the four seas are all under the Royal reign; amid autumn reeds those lonely old forts still remain.",Jīn féng sìhǎi wéi jiā rì, gù lěi xiāoxiāo lú dí qiū.,277,七言律诗,http://zh.wikisource.org/wiki/%E8%A5%BF%E5%A1%9E%E5%B1%B1%E6%87%B7%E5%8F%A4,
142,xiāoxiāo,萧萧,蕭蕭,104,PR,SOUND,rustle,*sew~sew,P~P,RED,1.象声词。常形容马叫声、风雨声、流水声、草木摇落声、乐器声等。2.萧条；寂静。3.形容凄清、寒冷。 4.稀疏。5.简陋。6.萧洒。,1. Sound of horses' neighing, the elements (wind and rain), water flowing, plants rustling, music instruments etc. (onom.). 2. Desolate, quiet. 3. Lonely, sad, cold. 4. Sparse. 5. Simple and crude. 6. Natural and unrestrained. ,PHONO,PHOPHE,《唐韻》蘇彫切《集韻》先凋切，音簫。,Xu Hun,許渾,791,858,丹陽,丹阳市,,秋日赴闕題潼關驛樓,,5 45,紅葉晚蕭蕭，長亭酒一瓢。,Red leaves rustle in the roaring wind of evening; at the Post House a gourdful of wine I'm drinking.,Hóngyè wǎn xiāoxiāo, chángtíng jiǔ yī piáo.,226,五言律诗,http://zh.wikisource.org/wiki/%E7%A7%8B%E6%97%A5%E8%B5%B4%E9%97%95%E9%A1%8C%E6%BD%BC%E9%97%9C%E9%A9%9B%E6%A8%93,
1,xīnxīn,欣欣,欣欣,1,PR,INNER_FEELINGS,happy,*xjn~xjn,P~P,RED,1.喜乐貌。2.草木茂盛貌。 3.泛指昌盛。 ,1. Appearing happy. 2. Plants seeming exuberant. 3. Generally refers to prosperity.,PHENO,PHEPSY,《唐韻》《集韻》《韻會》《正韻》許斤切，音訢。,Zhang Jiuling,張九齡,678,740,曲江,韶关市,,感遇 (蘭葉春葳蕤),,5 12,欣欣此生意，自爾爲佳節。,It is such thriving liveliness of theirs; that brings good seasons to us unawares.,Xīnxīn cǐ shēngyì, zì ěr wèi jiājié.,1,五言古诗,http://zh.wikisource.org/wiki/%E6%84%9F%E9%81%87_(%E8%98%AD%E8%91%89%E6%98%A5%E8%91%B3%E8%95%A4),,,,,,,,
179,xìxì,细细,細細,134,AD,TIME,slow,*sejH~sejH,Q~Q,RED,1.轻微。 2.仔细。 3.缓缓。 4.密密。,1. Mild. 2. Careful. 3. Sowly. 4. Dense.,PHENO,PHENO,《廣韻》蘇計切《集韻》《正韻》思計切，音壻。,Li Shangyin,李商隱,813,858,河內,临洮县,鄭州,無題之二,,7 56,重帷深下莫愁堂，臥後清宵細細長。,"In het Don't Worry Bower multifold curtains hang so deep; long, long seems the quiet night when she is awake from sleep.",Zhòng wéi shēn xià mò chóutáng, wò hòu qīng xiāo xì xìcháng.,291,七言律诗,http://zh.wikisource.org/wiki/%E7%84%A1%E9%A1%8C_(%E9%87%8D%E5%B8%B7%E6%B7%B1%E4%B8%8B%E8%8E%AB%E6%84%81%E5%A0%82),,,,,,,,
153,xuānxuān,喧喧,喧喧,113,PR,SOUND,bustle,*xjwon~xjwon,P~P,RED,1.形容声音喧闹。 2.形容扰攘纷杂。3.犹赫赫。,1. Bustling sound. 2. Hustle in a mess. 3. Illustrious.,PHONO,PHOPHE,《廣韻》况袁切《集韻》《韻會》許元切，音萱。,Zu Yong,祖詠,699,746,洛陽,洛陽,,望薊門,,7 34,燕臺一望客心驚，簫鼓喧喧漢將營。,A far view from the Yen Terrace makes me palpitate with much fear; thundering drumbeats and bugles from the Han troops' camps I can hear.,Yàn tái yīwàng kè xīn jīng, xiāo gǔ xuānxuān hàn jiāng yíng.,245,七言律诗,http://zh.wikisource.org/wiki/%E6%9C%9B%E8%96%8A%E9%96%80,,,,,,,,
58,yángyáng,扬扬,揚揚,41,PR,VISUAL+EVALUATION,elegant,*yang~yang,P~P,RED,1.得意貌。2.飘逸貌。3.飘扬貌。 4.自若貌。,1. Proud. 2. Elegant. 3. Waving, flying. 4. Calm.,PHENO,PHEPSY,《唐韻》與章切《集韻》余章切《正韻》移章切，音陽。,Du Fu,杜甫,712,770,襄陽,襄阳市,巩义市,觀公孫大娘弟子舞劍器行並序,,7 67,臨潁美人在白帝，妙舞此曲神揚揚。,The Linying fair is now in White Emperor City; who plays the sword dance with grace and dexterity.,Lín yǐng měirén zài bái dì, miào wǔ cǐ qū shén yáng yáng.,80,七言古诗,http://zh.wikisource.org/wiki/%E8%A7%80%E5%85%AC%E5%AD%AB%E5%A4%A7%E5%A8%98%E5%BC%9F%E5%AD%90%E8%88%9E%E5%8A%8D%E5%99%A8%E8%A1%8C%E4%B8%A6%E5%BA%8F,,,,,,,
24,yángyáng,飏飏,颺颺,17,BG,MOVEMENT,flying,*yang~yang,P~P,RED,1.得意貌。2.飘逸貌。3.飘扬貌。 4.自若貌。,1. Proud. 2. Elegant. 3. Waving, flying. 4. Calm.,PHENO,PHEPSY,《唐韻》與章切《集韻》余章切《正韻》移章切，音陽。,Wei Yingwu,韋應物,737,792,京兆,西安,,長安遇馮著,,5 12,冥冥花正開，颺颺燕新乳。,Now the flowers here have blossomed on the sly; and young swallows learn to fly in the sky.,Míng míng huā zhèng kāi, yáng yáng yàn xīn rǔ.,36,五言古诗,http://zh.wikisource.org/wiki/%E9%95%B7%E5%AE%89%E9%81%87%E9%A6%AE%E8%91%97,,,,,,,
10,yàngyàng,漾漾,漾漾,8,AD,MOVEMENT,drifting,#'jangH~'jangH,Q~Q,RED,1.闪耀貌。 2.飘荡貌。 ,1. Sparkling. 2. Drifting.,PHENO,PHENO,《唐韻》《韻會》《正韻》餘亮切《集韻》弋亮切。,Wang Wei,王維,699,759,祁县,祁县,永济市,青谿,,5 12,漾漾泛菱荇，澄澄映葭葦。,It undulates with floating waterweeds, and is clear in the reflection of reeds.,Yàng yàng fàn líng xìng, chéng chéng yìng jiā wěi.,16,五言古诗,http://zh.wikisource.org/wiki/%E9%9D%92%E8%B0%BF,,,,,,,
112,yánluán,岩峦,巖巒,79,PR,VISUAL,high,*ngaem~*lwan,P~P,RHYME,高峰的山峦；山峦。,Mountains (with high peaks),,,,Li Bai,李白,701,762,綿州,省江油市,托克马克,蜀道難,,5 45,青泥何盤盤，百步九折縈巖巒。,How winding is Mount Green Turf and how tortuous!,Qīng ní hé pán pán, bǎi bù jiǔ zhé yíng yán luán.,136,乐府,http://zh.wikisource.org/wiki/%E8%9C%80%E9%81%93%E9%9B%A3_(%E6%9D%8E%E7%99%BD),,,,,,,,
