NUMBER,TRAD,SIMPL,PINYIN,SEMANTIC,FORM-CHAR,Old-Chinese,FORM-MECH,TITLE,PoemGroup,LINE,TRANSLATION,ZDIC,RICCI,,,,,
155,嘒嘒,嘒嘒,huì huì,SOUND,AA,*qʷʰˤ i[t]-s  qʷʰˤ i[t]-s,REDUPLICATION,采 菽,XiaoYa,其旂淠淠、鸞聲嘒嘒。,Their dragon flags moving [in the wind], While the sound of their bells comes hui-hui.,1. 狀聲詞。形容蟬鳴聲。詩經．小雅．小弁：「菀彼柳斯，鳴蜩嘒嘒。」2. 聲音和諧中節。詩經．小雅．采菽：「其旂淠淠，鸞聲嘒嘒。」,Onomat. imitant un bruit léger, un son harmonieux et doux ou le chant des cigales.,,,
154,嘒嘒,嘒嘒,huì huì,SOUND,AA,*qʷʰˤ i[t]-s  qʷʰˤ i[t]-s,REDUPLICATION,小 弁,XiaoYa,菀彼柳斯、鳴蜩嘒嘒。,Luxuriant grow those willows, And the cicadas [on them] go hui-hui.,1. 狀聲詞。形容蟬鳴聲。詩經．小雅．小弁：「菀彼柳斯，鳴蜩嘒嘒。」2. 聲音和諧中節。詩經．小雅．采菽：「其旂淠淠，鸞聲嘒嘒。」,Onomat. imitant un bruit léger, un son harmonieux et doux ou le chant des cigales.,,,
159,濊濊,濊濊,huì huì,SOUND,AA,,REDUPLICATION,碩 人,GuoFeng,施罛濊濊、鱣鮪發發、葭菼揭揭。,The nets are dropt into them with a plashing sound, Among shoals of sturgeon, large and small, While the rushes and sedges are rank about.,1. 魚網投入水中的聲音。 詩經．魏風．碩人：「施罛濊濊，鱣鮪發發。」 宋．蘇軾．戲作放魚詩：「濊濊發發須臾間，圉圉洋洋尋丈外。」,Onomat. imitant le bruit d’un giclement ou d’un éclaboussement.,,
157,噦噦,哕哕,huì huì,SOUND,AA,,REDUPLICATION,庭 燎,XiaoYa,君子至止、鸞聲噦噦。,"My princely men are arriving; - There is the sound of their bells, regular and near",有节奏的铃声,Onomat. évoquant des sons rythmés de clochettes ou le chant des oiseaux.,,,,,
156,嘒嘒,嘒嘒,huì huì,SOUND,AA,*qʷʰˤ i[t]-s  qʷʰˤ i[t]-s,REDUPLICATION,那,ShangSong,鞉鼓淵淵、嘒嘒管聲。,Deep is the sound of the hand-drums and drums; Shrilly sound the flutes;,1. 狀聲詞。形容蟬鳴聲。詩經．小雅．小弁：「菀彼柳斯，鳴蜩嘒嘒。」2. 聲音和諧中節。詩經．小雅．采菽：「其旂淠淠，鸞聲嘒嘒。」,Onomat. imitant un bruit léger, un son harmonieux et doux ou le chant des cigales.,,,,
158,噦噦,哕哕,huì huì,SOUND,AA,,REDUPLICATION,泮 水,LuSong,其旂茷茷、鸞聲噦噦。,His banner waves in the wind, And the bells of his horses tinkle harmoniously.,有节奏的铃声,Onomat. évoquant des sons rythmés de clochettes ou le chant des oiseaux.,,,,
160,翽翽,翙翙,huì huì,SOUND+MOVEMENT,AA,,REDUPLICATION,卷 阿,DaYa,鳳凰于飛、翽翽其羽、亦集爰止。,The male and female phoenix fly about, Their wings rustling, While they settle in their proper resting place.,1. 狀聲詞。形容振翅高飛的聲音。 詩經．大雅．卷阿：「鳳皇于飛，翽翽其羽。」2. 煩擾的樣子。  漢．袁康．越絕書．卷五．越絕請糴內傳六：「申胥為人臣也，辨其君，何必翽翽乎！」,Onomat. évoquant le battement d’ailes d’un oiseau.,,,
161,翽翽,翙翙,huì huì,SOUND+MOVEMENT,AA,,REDUPLICATION,卷 阿,DaYa,鳳凰于飛、翽翽其羽、亦傅于天。,The male and female phoenix fly about, Their wings rustling, As they soar up to heaven.,1. 狀聲詞。形容振翅高飛的聲音。 詩經．大雅．卷阿：「鳳皇于飛，翽翽其羽。」2. 煩擾的樣子。  漢．袁康．越絕書．卷五．越絕請糴內傳六：「申胥為人臣也，辨其君，何必翽翽乎！」,Onomat. évoquant le battement d’ailes d’un oiseau.,,,
162,噦噦,哕哕,huì huì,VISUAL,AA,,REDUPLICATION,斯 干,XiaoYa,噦噦其冥、君子攸寧。,And deep and wide are its recesses; Here will our noble lord repose.,deep and wide,Onomat. évoquant des sons rythmés de clochettes ou le chant des oiseaux.,,,,,
163,虺虺,虺虺,huī huī,SOUND,AA,,REDUPLICATION,終 風,GuoFeng,曀曀其陰、虺虺其靁。,All cloudy is the darkness, And the thunder keeps muttering.,狀聲詞。形容打雷的聲音。 詩經．邶風．終風：「曀曀其陰，虺虺其雷。」,Onomat. imitant le tonnerre.,,,,
164,活活,活活,huóhuó,MOVEMENT,AA,,REDUPLICATION,碩 人,GuoFeng,河水洋洋、北流活活。,The waters of the He, wide and deep, Flow northwards in majestic course.,在活生生的狀態下。儒林外史．第三十九回：「我們到那裡出兵，只消幾天沒有水吃，就活活的要渴死了，那裡還能打什麼仗！」,guó guó Onomat. imitant le bruit de l’eau qui coule. Rapide; bruissant; bouillonnant (en parl. d’un cours d’eau).,,,
165,踖踖,踖踖,jí jí,EVALUATION,AA,,REDUPLICATION,楚 茨,XiaoYa,執爨踖踖、為俎孔碩、或燔或炙。,"They attend to the furnaces with reverence;They prepare the trays, which are very large; Some for the roast meat; some for the broiled.",1. 態度恭敬的樣子。詩經．小雅．楚茨：「執爨踖踖，為俎孔碩，或燔或炙。」2.慚愧的樣子。漢．揚雄．太玄經．卷六．勤：「次八，勞踖踖，心爽蒙柴不卻。」,,,,,,
166,濈濈,濈濈,jí jí,VISUAL,AA,,REDUPLICATION,無 羊,XiaoYa,爾羊來思、其角濈濈。,Your sheep come, Horned, but all agreeing.,,,,,
167,伎伎,伎伎,jì jì,MOVEMENT,AA,,REDUPLICATION,小 弁,XiaoYa,鹿斯之奔、維足伎伎。,The stag is running away, But his legs move slowly.,步行舒緩的樣子。詩經．小雅．小弁：「鹿斯之奔，維足伎伎。」,,,,,
754,几几,几几,jǐ jǐ,EVALUATION,AA,,REDUPLICATION,狼 跋,GuoFeng,公孫碩膚、赤舄几几。,The duke was humble, and greatly admirable, Self-composed in his red slippers.,安和穩重的樣子。詩經．豳風．狼跋：「公孫碩膚，赤舄几几。」,,,,
168,緝緝,缉缉,jī jī,SOUND,AA,,REDUPLICATION,巷 伯,XiaoYa,緝緝翩翩、謀欲譖人。,With babbling mouths you go about, Scheming and wishing to slander others,,私語聲。 詩經．小雅．巷伯：「緝緝翩翩，謀欲譖人。」,qì (jī) qì (jī)Onomat. imitant un chuchotement.,,,
169,間關/閒關,间关/闲关,jiān guān,SOUND+MOVEMENT,AB,*kˤre[n] [k]ˤro[n],PARARHYME,車 舝,XiaoYa,間關車之舝兮、思孌季女逝兮。,Jian-guan went the axle ends of my carriage, As I thought of the young beauty, and went [to fetch her].,1. 狀聲詞：(a)​ 形容車行聲。詩經．小雅．車舝：「間關車之舝兮，思孌季女逝兮。」(b)​ 形容鳥叫聲。唐．韓愈．幽懷詩：「間關林中鳥，亦知和為音。」唐．白居易．琵琶行：「間關鶯語花底滑，幽咽泉流水下灘。」2. 道途崎嶇艱險，不易行走。或作「閒關」。宋．胡銓．戊午上高宗封事：「向者，陛下間關海道，危如累卵。」明．陸世廉．西臺記．第三齣：「我張世傑，為國驅馳，間關二三萬里。」3. 文字拗口不順。宋．蘇軾．戲和正輔一字韻：「改更句格各蹇吃，姑因狡獪加間關。」,"1. Onomat. imitant un roulement de voiture. 2. Onomat. imitant un cri d’oiseau, un gazouillement. 3. Difficile; pénible; tortueux; en zigzag (se dit d’une route). 4. Par une voie détournée; après des détours.",,,
170,簡簡,简简,jiǎn jiǎn,SOUND,AA,,REDUPLICATION,那,ShangSong,奏鼓簡簡、衎我烈祖。,The drums resound harmonious and loud, To delight our meritorious ancestor.,廣大、盛大的樣子。詩經．周頌．執競：「降福簡簡，威儀反反。」,(anc.) Pointilleux.,,,,
171,簡簡,简简,jiǎn jiǎn,VISUAL,AA,,REDUPLICATION,執 競,ZhouSong,降福簡簡、威儀反反。,Abundant blessing is sent down. Blessing is sent down in large measure;,廣大、盛大的樣子。詩經．周頌．執競：「降福簡簡，威儀反反。」,(anc.) Pointilleux.,,,,,
173,將將,将将,jiāng jiāng,SOUND,AA,,REDUPLICATION,鼓 鍾,XiaoYa,鼓鍾將將、淮水湯湯。,"His bells ring out jiang-jiang, While the waters of the Huai go sweeping on;",1. 狀聲詞。形容鐘鼓聲。 詩經．小雅：「鼓鍾將將，淮水湯湯。」 2. 聚集的樣子。荀子．賦：「道德純備，讒口將將。」文選．司馬相如．長門賦：「時仿彿以物類兮，象積石之將將。」3. 高大、壯碩的樣子。詩經．大雅．綿：「迺立應門，應門將將。」,qiāng qiāng Splendide; majestueux; harmonieux.,,,,,
174,將將,将将,jiāng jiāng,SOUND,AA,,REDUPLICATION,執 競,ZhouSong,鐘鼓喤喤、磬筦將將、降福穰穰。,The bells and drums sound in harmony; The sounding stones and flutes blend their notes; Abundant blessing is sent down.,1. 狀聲詞。形容鐘鼓聲。 詩經．小雅：「鼓鍾將將，淮水湯湯。」 2. 聚集的樣子。荀子．賦：「道德純備，讒口將將。」文選．司馬相如．長門賦：「時仿彿以物類兮，象積石之將將。」3. 高大、壯碩的樣子。詩經．大雅．綿：「迺立應門，應門將將。」,qiāng qiāng Splendide; majestueux; harmonieux.,,,,,
172,將將,将将,jiāng jiāng,SOUND,AA,,REDUPLICATION,庭 燎,XiaoYa,君子至止、鸞聲將將。,My princely men are arriving; There is the tinkling of their bells.,1. 狀聲詞。形容鐘鼓聲。 詩經．小雅：「鼓鍾將將，淮水湯湯。」 2. 聚集的樣子。荀子．賦：「道德純備，讒口將將。」文選．司馬相如．長門賦：「時仿彿以物類兮，象積石之將將。」3. 高大、壯碩的樣子。詩經．大雅．綿：「迺立應門，應門將將。」,qiāng qiāng Splendide; majestueux; harmonieux.,,,,,
176,將將,将将,jiāng jiāng,SOUND+VISUAL,AA,,REDUPLICATION,終 南,GuoFeng,佩玉將將、壽考不忘。,And the gems at his girdle emitting their tinkling. May long life and an endless name be his?。,1. 狀聲詞。形容鐘鼓聲。 詩經．小雅：「鼓鍾將將，淮水湯湯。」 2. 聚集的樣子。荀子．賦：「道德純備，讒口將將。」文選．司馬相如．長門賦：「時仿彿以物類兮，象積石之將將。」3. 高大、壯碩的樣子。詩經．大雅．綿：「迺立應門，應門將將。」,qiāng qiāng Splendide; majestueux; harmonieux.,,,,,
175,將將,将将,jiāng jiāng,SOUND+VISUAL,AA,,REDUPLICATION,有 女 同 車 ,GuoFeng,將翱將翔、佩玉將將。,As they move about, The gems of her girdle-pendant tinkle.,1. 狀聲詞。形容鐘鼓聲。 詩經．小雅：「鼓鍾將將，淮水湯湯。」 2. 聚集的樣子。荀子．賦：「道德純備，讒口將將。」文選．司馬相如．長門賦：「時仿彿以物類兮，象積石之將將。」3. 高大、壯碩的樣子。詩經．大雅．綿：「迺立應門，應門將將。」,qiāng qiāng Splendide; majestueux; harmonieux.,,,,
177,將將,将将,jiāng jiāng,VISUAL,AA,,REDUPLICATION,緜,DaYa,迺立應門、應門將將。,They set up the court gate; And the court gate stood grand.,1. 狀聲詞。形容鐘鼓聲。 詩經．小雅：「鼓鍾將將，淮水湯湯。」 2. 聚集的樣子。荀子．賦：「道德純備，讒口將將。」文選．司馬相如．長門賦：「時仿彿以物類兮，象積石之將將。」3. 高大、壯碩的樣子。詩經．大雅．綿：「迺立應門，應門將將。」,qiāng qiāng Splendide; majestueux; harmonieux.,,,,,
178,將將,将将,jiāng jiāng,VISUAL,AA,,REDUPLICATION,閟 宮,LuSong,白牡騂剛、犧尊將將。,They are the white bull and the red one; [There are] the bull-figured goblet in its dignity;,1. 狀聲詞。形容鐘鼓聲。 詩經．小雅：「鼓鍾將將，淮水湯湯。」 2. 聚集的樣子。荀子．賦：「道德純備，讒口將將。」文選．司馬相如．長門賦：「時仿彿以物類兮，象積石之將將。」3. 高大、壯碩的樣子。詩經．大雅．綿：「迺立應門，應門將將。」,qiāng qiāng Splendide; majestueux; harmonieux.,,,,,
771,漸漸,渐渐,jiànjiàn,VISUAL,AA,,REDUPLICATION,漸 漸 之 石,XiaoYa,漸漸之石、維其高矣。,Those frowning rocks, How high they rise!,1. 逐漸。儒林外史．第一回：「那黑雲邊上鑲著白雲，漸漸散去，透出一派日光來，照耀得滿湖通紅。」紅樓夢．第一回：「彼時雖有軍民來救，那火已成了勢，如何救得下？直燒了一夜方漸漸的熄去，也不知燒了幾家。」2. 近：慢慢、逐步、逐漸1. 逐漸。儒林外史．第一回：「那黑雲邊上鑲著白雲，漸漸散去，透出一派日光來，照耀得滿湖通紅。」紅樓夢．第一回：「彼時雖有軍民來救，那火已成了勢，如何救得下？直燒了一夜方漸漸的熄去，也不知燒了幾家。」2. 近：慢慢、逐步、逐漸 亦作「漸次」。,,,,,
772,漸漸,渐渐,jiànjiàn,VISUAL,AA,,REDUPLICATION,漸 漸 之 石,XiaoYa,漸漸之石、維其卒矣。,Those frowning rocks, How they crown the heights!,1. 逐漸。儒林外史．第一回：「那黑雲邊上鑲著白雲，漸漸散去，透出一派日光來，照耀得滿湖通紅。」紅樓夢．第一回：「彼時雖有軍民來救，那火已成了勢，如何救得下？直燒了一夜方漸漸的熄去，也不知燒了幾家。」2. 近：慢慢、逐步、逐漸 亦作「漸次」。,,,,,
180,蹻蹻,蹻蹻,jiǎo jiǎo,EVALUATION,AA,,REDUPLICATION,酌,ZhouSong,我龍受之、蹻蹻王之造。,We have been favoured to receive, What the martial king accomplished.,1. 勇壯的樣子。詩經．魯頌．泮水：「其馬蹻蹻，其音昭昭。」2.驕傲的樣子。詩經．大雅．板：「老夫灌灌，小子蹻蹻。」,1. De belle allure (en parl. de chevaux); vaillant; fier. 2. Valeureux; courageux; brave. 3. Plein d’arrogance; gonflé d’orgueil.,,,,
179,蹻蹻,蹻蹻,jiǎo jiǎo,EVALUATION,AA,,REDUPLICATION,板,DaYa,老夫灌灌、小子蹻蹻。,"An old man, [I speak] with entire sincerity; But you, my juniors, are full of pride.",1. 勇壯的樣子。詩經．魯頌．泮水：「其馬蹻蹻，其音昭昭。」2.驕傲的樣子。詩經．大雅．板：「老夫灌灌，小子蹻蹻。」,1. De belle allure (en parl. de chevaux); vaillant; fier. 2. Valeureux; courageux; brave. 3. Plein d’arrogance; gonflé d’orgueil.,,,,,
181,皎皎,皎皎,jiǎo jiǎo,VISUAL,AA,,REDUPLICATION,白 駒,XiaoYa,皎皎白駒、食我場苗。,Let the brilliant white colt, Feed on the young growth of my vegetable garden.,1. 潔白的樣子。近潔白、皎白、皎潔。 詩經．小雅．白駒：「皎皎白駒，食我場苗。」文選．何晏．景福殿賦：「皎皎白間，離離列錢。」2.光明的樣子。近皎潔。文選．古詩十九首．明月何皎皎：「明月何皎皎，照我羅床幃。」文選．孔稚珪．北山移文：「其亭亭物表，皎皎霞外。」,,,,,
182,皎皎,皎皎,jiǎo jiǎo,VISUAL,AA,,REDUPLICATION,白 駒,XiaoYa,皎皎白駒、食我場藿。,Let the brilliant white colt, Feed on the bean sprouts of my vegetable garden.,1. 潔白的樣子。近潔白、皎白、皎潔。 詩經．小雅．白駒：「皎皎白駒，食我場苗。」文選．何晏．景福殿賦：「皎皎白間，離離列錢。」2.光明的樣子。近皎潔。文選．古詩十九首．明月何皎皎：「明月何皎皎，照我羅床幃。」文選．孔稚珪．北山移文：「其亭亭物表，皎皎霞外。」,,,,,
183,皎皎,皎皎,jiǎo jiǎo,VISUAL,AA,,REDUPLICATION,白 駒,XiaoYa,皎皎白駒、賁然來思。,f [you with] the brilliant white colt, Would brightly come to me,,1. 潔白的樣子。近潔白、皎白、皎潔。 詩經．小雅．白駒：「皎皎白駒，食我場苗。」文選．何晏．景福殿賦：「皎皎白間，離離列錢。」2.光明的樣子。近皎潔。文選．古詩十九首．明月何皎皎：「明月何皎皎，照我羅床幃。」文選．孔稚珪．北山移文：「其亭亭物表，皎皎霞外。」,,,,
184,皎皎,皎皎,jiǎo jiǎo,VISUAL,AA,,REDUPLICATION,白 駒,XiaoYa,皎皎白駒、在彼空谷。,The brilliant white colt, Is there in that empty valley,,1. 潔白的樣子。近潔白、皎白、皎潔。 詩經．小雅．白駒：「皎皎白駒，食我場苗。」文選．何晏．景福殿賦：「皎皎白間，離離列錢。」2.光明的樣子。近皎潔。文選．古詩十九首．明月何皎皎：「明月何皎皎，照我羅床幃。」文選．孔稚珪．北山移文：「其亭亭物表，皎皎霞外。」,,,,
185,蹻蹻,蹻蹻,jiǎo jiǎo,VISUAL+EVALUATION,AA,,REDUPLICATION,崧 高,DaYa,四牡蹻蹻、鉤膺濯濯。,Four noble steeds, With their hooks for the trappings of the breast-bands, glittering bright.,1. 勇壯的樣子。詩經．魯頌．泮水：「其馬蹻蹻，其音昭昭。」2.驕傲的樣子。詩經．大雅．板：「老夫灌灌，小子蹻蹻。」,1. De belle allure (en parl. de chevaux); vaillant; fier. 2. Valeureux; courageux; brave. 3. Plein d’arrogance; gonflé d’orgueil.,,,
186,蹻蹻,蹻蹻,jiǎo jiǎo,VISUAL+EVALUATION,AA,,REDUPLICATION,泮 水,LuSong,魯侯戾止、其馬蹻蹻。,The marquis of Lu has come to it, With his horses looking so grand.,1. 勇壯的樣子。詩經．魯頌．泮水：「其馬蹻蹻，其音昭昭。」2.驕傲的樣子。詩經．大雅．板：「老夫灌灌，小子蹻蹻。」,1. De belle allure (en parl. de chevaux); vaillant; fier. 2. Valeureux; courageux; brave. 3. Plein d’arrogance; gonflé d’orgueil.,,,,
187,蹻蹻,蹻蹻,jiǎo jiǎo,VISUAL+EVALUATION,AA,,REDUPLICATION,泮 水,LuSong,其馬蹻蹻、其音昭昭。,His horses are grand. His fame is brilliant.,1. 勇壯的樣子。詩經．魯頌．泮水：「其馬蹻蹻，其音昭昭。」2.驕傲的樣子。詩經．大雅．板：「老夫灌灌，小子蹻蹻。」,1. De belle allure (en parl. de chevaux); vaillant; fier. 2. Valeureux; courageux; brave. 3. Plein d’arrogance; gonflé d’orgueil.,,,,,
