arthur,thomas,traditional,simplified,radsup,morphology,MC,OC,variant,Kroll,zdic,note,id
shao1~shao1,shāo~shāo,稍稍,稍稍,禾,NA,sraewH~sraewH,*[s](ˤ)rew-s~*[s](ˤ)rew-s,NA,NA,約略、稍微。如：「他最近稍稍胖了一點。」漸漸。戰國策．齊策四：「由此觀之，非得失之策與？稍稍誅滅，滅亡無族之時，欲為監門閭里，安可得而有乎哉？」史記．卷七十六．平原君虞卿傳：「賓客門下舍人，稍稍引去者過半。」,NA,1377
mu4~mu4,mù~mù,穆穆,穆穆,禾,NA,mjuwk~mjuwk,*m(r)iwk~*m(r)iwk,NA,NA,美好。詩經．大雅．文王：「穆穆文王，於緝熙敬止。」威儀盛大的樣子。禮記．曲禮下：「天子穆穆，諸侯皇皇，大夫濟濟，士蹌蹌，庶人僬僬。」深遠的樣子。如：「神思穆穆」。平和恭敬的樣子。書經．呂刑：「穆穆在上，明明在下，灼于四方，罔不惟德之勤。」柔和。漢．無名氏．穆穆清風至詩：「穆穆清風至，吹我羅衣裙。」,NA,1060
sui4~sui4,suì~suì,穟穟,穟穟,禾,NA,zwijH~zwijH,*s.[ɢ]ʷi[t]-s~*s.[ɢ]ʷi[t]-s,NA,NA,禾苗茂盛美好的樣子。詩經．大雅．生民：「禾役穟穟，麻麥幪幪。」,NA,1427
rang2~rang2,ráng~ráng,穰穰,穰穰,禾,NA,nyang~nyang,NA~NA,NA,NA,豐盛繁多的樣子。詩經．周頌．執競：「降福穰穰，降福簡簡。」史記．卷一二六．滑稽傳．淳于髡傳：「五穀蕃熟，穰穰滿家。」眾多的樣子。紛亂的樣子。,NA,1332
jiu1~jiu1,jiū~jiū,究究,究究,穴,NA,kjuwH~kjuwH,*[k](r)u(ʔ)-s~*[k](r)u(ʔ)-s,NA,NA,憎惡而不相親近的樣子。詩經．唐風．羔裘：「羔裘豹褎，自我人究究。」不停的樣子。楚辭．劉向．九歎．遠逝：「遭傾遇禍不可救兮，長吟永欷涕究究兮。」,NA,664
kong1~kong1,kōng~kōng,空空,空空,穴,NA,khuwng~khuwng,*kʰˤoŋ~*kʰˤoŋ,NA,NA,虛心誠懇的樣子。後漢書．卷四十三．何敞傳：「上當匡正綱紀，下當濟安元元，豈但空空無違而已哉！」淳樸誠實的樣子。呂氏春秋．慎大覽．下賢：「悤悤乎其心之堅固也，空空乎其不為巧故也。」佛教用語。指空的概念也是沒有實性。大智度論．卷三十一：「是故以空捨空，是名『空空』。」,NA,736
guan3~guan3,guǎn~guǎn,管管,管管,竹,NA,kwanX~kwanX,*[k]ˤo[n]ʔ~*[k]ˤo[n]ʔ,NA,NA,沒有依靠。詩經．大雅．板：「靡聖管管，不實於亶。」形容見識的狹小。如：「他那管管之見，聽聽就好，你又何須在意？」,NA,427
jian3~jian3,jiǎn~jiǎn,簡簡,简简,竹,NA,keanX~keanX,*kˤre[n]ʔ~*kˤre[n]ʔ,NA,NA,廣大、盛大的樣子。詩經．周頌．執競：「降福簡簡，威儀反反。」,NA,591
ti4~ti4,tì~tì,籊籊,籊籊,竹,NA,thek~thek,NA~NA,NA,NA,NA,NA,1483
ji2~ji2,jí~jí,籍籍,籍籍,竹,NA,dzjek~dzjek,*[dz]Ak~*[dz]Ak,NA,NA,猶眾口喧喧甚囂塵上。漢書．卷五十三．景十三王傳．江都易王劉非傳：「國中口語籍籍，慎無復至江都。」漢書．卷六十六．劉屈氂傳：「事籍籍如此，何謂祕也？」縱橫散落的樣子。漢書．卷六十三．武五子傳．燕刺王劉旦傳：「髮紛紛兮寘渠，骨籍籍兮亡居。」聲名盛大的樣子。文選．袁淑．效曹子建樂府白馬篇：「籍籍關外來，車徒傾國廛。」唐．韓愈．送僧澄觀詩：「借問經營本何人，道人澄觀名籍籍。」,NA,568
can4~can4,càn~càn,粲粲,粲粲,米,NA,tshanH~tshanH,*[tsʰ]ˤar-s~*[tsʰ]ˤar-s,NA,NA,鮮明華美的樣子。詩經．小雅．大東：「西人之子，粲粲衣服。」,NA,107
jiu1~jiu1,jiū~jiū,糾糾,纠纠,糸,NA,kjiwX~kjiwX,*k<r>iwʔ~*k<r>iwʔ,NA,NA,纏繞的樣子。詩經．魏風．葛屨：「糾糾葛屨，可以履霜。」雄壯勇武的樣子。後漢書．卷三十七．桓榮傳．章懷太子．注引謝承書曰：「上嘗歎曰：『糾糾武夫，公侯干城，何湯之謂也。』」亦作「赳赳」。,NA,665
lei2~lei2,léi~léi,累累,累累,糸,NA,ljwe~ljwe,*[r]oj~*[r]oj,NA,NA,繁多、重積的樣子。漢．董仲舒．春秋繁露．順命：「春秋列序位卑尊之陳，累累乎可得而觀也。」明．梁辰魚．浣紗記．第七齣：「況累累數對璠璵，更纖纖一雙花蕊。」亦作「纍纍」。屢屢。穀梁傳．哀公十三年：「吳，東方之大國也。累累致小國以會諸侯，以合乎中國。」亦作「纍纍」。繁多、重積的樣子。禮記．樂記：「倨中矩，句中鉤，纍纍乎端如貫珠。」漢書．卷九十三．佞幸傳．石顯傳：「印何纍纍，綬若若邪！」如：「果實纍纍」。亦作「累累」。瘦弱、疲憊的樣子。禮記．玉藻：「喪容纍纍，色容顛顛。」元．馬祖常．室婦歎詩：「翁姑帶索行纍纍，弱兒失爺夫失妻。」失意、不得志的樣子。史記．卷四十七．孔子世家：「纍纍若喪家之狗。」或作「儽儽」。屢屢。唐．柳宗元．三戒：「晝纍纍與人兼行，夜則竊齧鬥暴，其聲萬狀，不可以寢。」亦作「累累」。,NA,800
xi4~xi4,xì~xì,細細,细细,糸,NA,sejH~sejH,*[s]ˤe(k)-s~*[s]ˤe(k)-s,NA,NA,仔細、詳細。文明小史．第三十二回：「你將此情形細細的告訴他。」輕微的樣子。唐．杜甫．宣政殿退朝晚出左掖詩：「宮草微微承委佩，鑪煙細細駐遊絲。」極細。如:「細細的麵條。」緩慢的樣子。唐．杜甫．江畔獨步尋花七絕句七首之七：「繁枝容易紛紛落，嫩葉商量細細開。」緊密。宋．蘇軾．風水洞二首和李節推詩：「細細龍鱗生亂石，團團羊角轉空巖。」,NA,1644
sui2~sui2,suí~suí,綏綏,绥绥,糸,NA,swij~swij,*s.nuj~*s.nuj,NA,NA,走路遲緩的樣子。詩經．衛風．有狐：「有狐綏綏，在彼淇梁。」安泰的樣子。荀子．儒效：「綏綏兮其有文章也。」落下的樣子。宋．梅堯臣．五月十日雨中飲詩：「梅天下梅雨，綏綏如亂麻。」,NA,1426
chuo4~chuo4,chuò~chuò,綽綽,绰绰,糸,NA,tsyhak~tsyhak,*tʰawk~*tʰawk,NA,NA,NA,NA,219
mian2~mian2,mián~mián,綿綿,绵绵,糸,NA,mjen~mjen,NA~NA,NA,NA,形容連續不絕。詩經．王風．葛藟：「綿綿葛藟，在河之滸。」唐．白居易．長恨歌：「天長地久有時盡，此恨綿綿無絕期。」,NA,1021
mian2~man2,mián~mán,綿蠻,绵蛮,NA,NA,mjen~maen,NA~*mˤro[n],NA,NA,泛指鳥語。明．劉兌．金童玉女嬌紅記：「一會價弄睆睍新腔，一會價學綿蠻妙語。」詩經小雅的篇名。共三章。根據詩序：「綿蠻，微臣刺亂也。」或謂微臣苦於行役之詩。首章二句為：「綿蠻黃鳥，止於丘阿。」,NA,1019
mian2~mian2,mián~mián,緜緜,緜緜,糸,NA,mjen~mjen,NA~NA,NA,NA,NA,NA,1020
mian2~man2,mián~mán,緜蠻,緜蛮,NA,NA,mjen~maen,NA~*mˤro[n],NA,NA,NA,NA,1018
ji1~ji1,jī~jī,緝緝,缉缉,糸,NA,tship~tship,*[tsʰ][ə]p~*[tsʰ][ə]p,NA,NA,私語聲。詩經．小雅．巷伯：「緝緝翩翩，謀欲譖人。」,NA,559
huan3~huan3,huǎn~huǎn,緩緩,缓缓,糸,NA,hwanX~hwanX,*[ɢ]ʷˤa[n]ʔ~*[ɢ]ʷˤa[n]ʔ,NA,NA,慢慢。宋．蘇軾．陌上花詩三首之一：「遺民幾度垂垂老，遊女長歌緩緩歸。」紅樓夢．第十七、十八回：「忽見一對紅衣太監騎馬緩緩的走來，至西街門下了馬。」近慢慢、徐徐反忽忽,NA,502
piao3~piao3,piǎo~piǎo,縹縹,缥缥,糸,NA,phjew~phjew,NA~NA,NA,NA,輕舉的樣子。漢書．卷四十八．賈誼傳：「鳳縹縹其高逝兮，夫固自引而遠去。」,atl pron piao1~piao1,1177
rao4~rao4,rào~rào,繞繞,绕绕,糸,NA,nyewX~nyewX,*[ŋ]ewʔ (< uvular?)~*[ŋ]ewʔ (< uvular?),NA,NA,彎曲的樣子。南朝齊．謝朓．思歸賦：「夜索綯而繞繞，旦乘屋而芃芃。」環繞的樣子。西遊記．第十五回：「那菩薩香風繞繞，彩霧飄飄，徑轉普陀而去。」,NA,1337
yi4~yi4,yì~yì,繹繹,绎绎,糸,NA,yek~yek,NA~NA,NA,NA,善走。詩經．魯頌．駉：「有駵有雒，以車繹繹。」調和的樣子。漢書．卷七十三．韋賢傳：「繹繹六轡，是列是理。」興盛不絕的樣子。爾雅．釋訓：「繹繹，生也。」文選．揚雄．甘泉賦：「是時未轃夫甘泉也，迺望通天之繹繹。」,NA,1881
zhao4~zhao4,zhào~zhào,罩罩,罩罩,罒,NA,traewH~traewH,*tˤrawk-s~*tˤrawk-s,NA,NA,NA,NA,2042
yi4~yi4,yì~yì,翊翊,翊翊,羽,NA,yik~yik,*ɢʷrəp (dialect: *-p > *-k)~*ɢʷrəp (dialect: *-p > *-k),NA,NA,恭敬、虔敬的樣子。漢書．卷二十二．禮樂志：「既畏茲威，惟慕純德，附而不驕，正心翊翊。」蠕行的樣子。文選．王襃．洞簫賦：「螻蟻蝘蜒，蠅蠅翊翊。」飛翔的樣子。漢書．卷二十二．禮樂志：「神之徠，泛翊翊，甘露降，慶雲集。」,NA,1882
xiang2~xiang2,xiáng~xiáng,翔翔,翔翔,羽,NA,zjang~zjang,*s.[ɢ]aŋ~*s.[ɢ]aŋ,NA,NA,莊敬的樣子。禮記．玉藻：「廟中齊齊，朝廷濟濟翔翔。」安和舒適的樣子。漢書．卷七十三．韋賢傳：「朝宗商邑，四牡翔翔。」高飛的樣子。楚辭．東方朔．七諫．謬諫：「眾鳥皆有行列兮，鳳獨翔翔而無所薄。」,NA,1664
xi1~xi1,xī~xī,翕翕,翕翕,羽,NA,xip~xip,*qʰ(r)[ə]p~*qʰ(r)[ə]p,NA,NA,次序顛倒的樣子。孫子．行軍：「諄諄翕翕，徐言入入者，失眾也。」朋比為奸，眾口附和的樣子。後漢書．卷四十八．翟酺傳：「朝臣在位，莫肯正議，翕翕訾訾，更相佐附。」亦作「潝潝」、「歙歙」。,NA,1621
xi1~xi1,xī~xī,翕翕,翕翕,羽,NA,xip~xip,*qʰ(r)[ə]p~*qʰ(r)[ə]p,NA,NA,次序顛倒的樣子。孫子．行軍：「諄諄翕翕，徐言入入者，失眾也。」朋比為奸，眾口附和的樣子。後漢書．卷四十八．翟酺傳：「朝臣在位，莫肯正議，翕翕訾訾，更相佐附。」亦作「潝潝」、「歙歙」。,id 701-703,1622
he4~he4,hè~hè,翯翯,翯翯,羽,NA,haewk~haewk,*[g]ˤrawk~*[g]ˤrawk,NA,NA,潔白肥潤的樣子。詩經．大雅．靈臺：「麀鹿濯濯，白鳥翯翯。」,NA,461
ao2~xiang2,áo~xiáng,翱翔,翱翔,羽,NA,ngaw~zjang,NA~*s.[ɢ]aŋ,NA,NA,鳥回旋高飛。淮南子．俶真：「今矰繳機而在上，罔罟張而在下，雖欲翱翔，其勢焉得？」文選．宋玉．對楚王問：「鳳皇上擊九千里，絕雲霓、負蒼天，翱翔乎杳冥之上。」近遨遊、飛翔、飛行敖遊、彷徉。詩經．齊風．載驅：「魯道有蕩，齊子翱翔。」文選．賈誼．鵩鳥賦：「寥廓忽荒兮，與道翱翔。」,NA,36
yi4~yi4,yì~yì,翼翼,翼翼,羽,NA,yik~yik,*ɢʷrəp (dialect: *-p > *-k)~*ɢʷrəp (dialect: *-p > *-k),NA,NA,健壯的樣子。詩經．小雅．采芑：「四騏翼翼，路車有奭。」恭敬謹慎的樣子。詩經．大雅．大明：「維此文王，小心翼翼，昭事上帝，聿懷多福。」繁盛的樣子。詩經．小雅．楚茨：「我黍與與，我稷翼翼。」,NA,1883
qiao4~qiao4,qiào~qiào,翹翹,翘翘,羽,NA,gjiew~gjiew,*[g]ew (failure to palatalize is unexplained)~*[g]ew (failure to palatalize is unexplained),NA,NA,高而錯雜。詩經．周南．漢廣：「翹翹錯薪，言刈其楚。」危險。詩經．豳風．鴟鴞：「予室翹翹，風雨所漂搖。」遠。左傳．莊公二十二年：「翹翹車乘，招我以弓。」出群。文選．潘岳．關中詩：「翹翹趙王，請徒三萬。」,NA,1273
yao4~yao4,yào~yào,耀耀,耀耀,羽,NA,yewH~yewH,*lewk-s~*lewk-s,NA,NA,光明的樣子。文選．司馬相如．長門賦：「五色炫以相曜兮，爛耀耀而成光。」,NA,1832
er3~er3,ěr~ěr,耳耳,耳耳,耳,NA,nyiX~nyiX,*C.nəʔ~*C.nəʔ,NA,NA,爾爾，盛多的樣子。詩經．魯頌．閟宮：「龍旂承祀，六轡耳耳。」挺立的樣子。宋．梅堯臣．得餘干李尉書錄示唐人于越亭詩因以寄題：「南斗戛湖波不起，長刀剡峰碧耳耳。」不滿足的語詞，相當於如此、而已。如：「素聞他膽識過人，今見不過耳耳。」,NA,337
fei4~fei4,fèi~fèi,肺肺,肺肺,月,NA,phjojH~phjojH,*pʰo[t]-s~*pʰo[t]-s,NA,NA,形容植物生長茂盛的樣子。詩經．陳風．東門之楊：「東門之楊，其葉肺肺。」亦作「旆旆」、「芾芾」。,alt pron pèi pèi,361
jiao1~jiao1,jiāo~jiāo,膠膠,胶胶,月,NA,kaew~kaew,*[k]ˤriw~*[k]ˤriw,NA,NA,狀聲詞。形容禽鳥的鳴聲。詩經．鄭風．風雨：「風雨瀟瀟，雞鳴膠膠。」後漢書．卷六十上．馬融傳：「群鳴膠膠，鄙騃譟讙。」紛擾的樣子。莊子．天道：「堯曰：『膠膠擾擾乎！子，天之合也；我，人之合也。』」,NA,604
hu1~hu1,hū~hū,膴膴,膴膴,月,NA,mjuX~mjuX,NA~NA,NA,NA,肥美。詩經．大雅．綿：「周原膴膴，蓳荼如飴。」,NA,484
gao1~gao1,gāo~gāo,臯臯,臯臯,NA,NA,kaw~kaw,NA~NA,NA,NA,NA,NA,403
yu3~yu3,yǔ~yǔ,與與,与与,NA,NA,yoX~yoX,*m-q(r)aʔ~*m-q(r)aʔ,NA,NA,NA,"Analects:
與與如也。
""but self-possessed""",1988
fen1~yun1,fēn~yūn,芬氳,芬氲,NA,NA,pjun~'jun,NA~NA,NA,"perfused and saturated, laden and swollen, blanketing overcast full of vapors, snow, odors, etc.",NA,NA,372
fen1~fen1,fēn~fēn,芬芬,芬芬,艸,NA,phjun~phjun,NA~NA,NA,NA,香氣。文選．何晏．景福殿賦：「藹藹萋萋，馥馥芬芬。」盛美。文選．揚雄．甘泉賦：「肸蠁豐融，懿懿芬芬。」雜亂。逸周書．祭公：「嗚呼！三公汝念哉，汝無泯泯芬芬，厚顏忍醜，時維大不弔哉。」,NA,365
fen1~fang1,fēn~fāng,芬芳,芬芳,艸,NA,phjun~phjang,NA~*[pʰ]aŋ,NA,NA,香氣。荀子．榮辱：「口辨酸鹹甘苦，鼻辨芬芳腥臊。」近芳香反腐臭、惡臭形容香氣淡雅。文選．司馬相如．子虛賦：「樝梨梬栗，橘柚芬芳。」形容事物的美好。南朝梁．劉勰．文心雕龍．頌讚：「及三閭橘頌，情采芬芳，比類寓意，又覃及細物矣。」,NA,364
ying1~ying1,yīng~yīng,英英,英英,艸,NA,'jaeng~'jaeng,*ʔ<r>aŋ~*ʔ<r>aŋ,NA,NA,俊美、氣概不凡。南史．卷四十八．陸慧曉傳：「顧琛一公兩掾，英英門戶。」白雲舒卷的樣子。詩經．小雅．白華：「英英白華，露彼菅茅。」南朝宋．謝莊．懷園引：「朱光藹藹雲英英，新禽喈喈又晨鳴。」音樂和諧美盛的樣子。呂氏春秋．仲夏紀．古樂：「以其尾鼓其腹，其音英英。」,NA,1936
fu2~fu2,fú~fú,茀茀,茀茀,艸,NA,phjut~phjut,*pʰ[u]t~*pʰ[u]t,NA,NA,NA,NA,384
fa2~fa2,fá~fá,茷茷,茷茷,艸,NA,bajH~bajH,*[b]ˤ[a][t]-s~*[b]ˤ[a][t]-s,NA,NA,整齊有法度的樣子。詩經．魯頌．泮水：「其旂茷茷，鸞聲噦噦。」,NA,339
shen1~shen1,shēn~shēn,莘莘,莘莘,艸,NA,srin~srin,*sri[n]~*sri[n],NA,NA,眾多的樣子。如：「莘莘學子」。,"
莘莘学子",1384
mo4~mo4,mò~mò,莫莫,莫莫,艸,NA,mak~mak,*mˤak~*mˤak,NA,NA,NA,NA,1056
mang3~mang3,mǎng~mǎng,莽莽,莽莽,艸,NA,mangX~mangX,NA~NA,NA,NA,草木茂盛幽深的樣子。楚辭．屈原．九章．懷沙：「滔滔孟夏兮，草木莽莽。」渺無邊際的樣子。唐．杜甫．秦州雜詩二十首之七：「莽莽萬重山，孤城山谷間。」唐．岑參．走馬川行奉封大夫出師西征詩：「君不見走馬川雪海邊，平沙莽莽黃入天。」,NA,979
jing1~jing1,jīng~jīng,菁菁,菁菁,艸,NA,tsjeng~tsjeng,NA~NA,NA,NA,草木茂盛的樣子。詩經．小雅．菁菁：「菁菁者莪，在彼中阿，既見君子，樂且有儀。」亦作「青青」。詩經小雅的篇名。共四章。根據詩序：「菁菁者莪，樂育材也。」首章二句為：「菁菁者莪，在彼中阿。」菁菁，茂盛的樣子。,NA,654
beng3~beng3,běng~běng,菶菶,菶菶,艸,NA,puwngX~puwngX,NA~NA,NA,NA,草木茂盛的樣子。詩經．大雅．卷阿：「菶菶萋萋，雝雝喈喈。」,NA,56
li4~li4,lì~lì,蒞蒞,莅莅,艸,NA,lek~lek,NA~NA,NA,NA,NA,NA,821
man4~man4,màn~màn,蔓蔓,蔓蔓,艸,NA,mwonH,*C.ma[n]-s~*C.ma[n]-s,NA,"extended, stretched, drawn out",NA,NA,969
dang4~yang4,dàng~yàng,蕩漾,荡漾,水,NA,dangX~NA,*N.rˤaŋʔ~NA,NA,NA,振動起伏，多用於指水波、聲音。唐．李白．惜餘春賦：「水蕩漾兮碧色，蘭葳蕤兮紅芳。」近飄蕩、泛動、動蕩、漣漪、悠揚反平靜亦作「盪漾」。振動起伏，多用於指水波、聲音。如：「水波盪漾」。亦作「蕩漾」。,NA,274
bao2~bao2,báo~báo,薄薄,薄薄,艸,NA,bak~bak,*[b]ˤak~*[b]ˤak,NA,NA,廣大的樣子。荀子．榮辱：「故薄薄之地，不得履之。」味道很淡。宋．蘇軾．薄薄酒詩：「薄薄酒，勝茶湯。」狀聲詞。形容車疾驅的聲音。詩經．齊風．載驅：「載驅薄薄，簟茀朱鞹。」,NA,48
hong1~hong1,hōng~hōng,薨薨,薨薨,艸,NA,xwong~xwong,*m̥ˤəŋ~*m̥ˤəŋ,NA,NA,狀聲詞。形容蟲飛的聲音。詩經．齊風．雞鳴：「蟲飛薨薨，甘與子同夢。」,NA,467
miao3~miao3,miǎo~miǎo,藐藐,藐藐,艸,NA,mjiewX~mjiewX,NA~NA,NA,NA,曠遠廣大的樣子。詩經．大雅．瞻卬：「藐藐昊天，無不克鞏。」盛美的樣子。詩經．大雅．崧高：「寢廟既成，既成藐藐。」不經意、留心的樣子。詩經．大雅．抑：「誨爾諄諄，聽我藐藐。」,NA,1030
qiong2~qiong2,qióng~qióng,蛩蛩,蛩蛩,虫,NA,gjwong~gjwong,NA~NA,NA,NA,憂心煩惱的樣子。楚辭．劉向．九歎．離世：「心蛩蛩而懷顧兮，魂眷眷而獨逝。」,NA,1298
chong2~chong2,chóng~chóng,蟲蟲,蟲蟲,虫,NA,drjuwng~drjuwng,*C.lruŋ~*C.lruŋ,NA,NA,熱氣蒸人的樣子。詩經．大雅．雲漢：「旱既大甚，蘊隆蟲蟲。」對心愛人的暱稱。宋．柳永．征部樂．雅歡幽會詞：「但願我、蟲蟲心下，把人看待，長似初相識。」宋．杜安世．浪淘沙．簾外微風詞：「一床鴛被疊香紅，明月滿庭花似繡，悶不見蟲蟲。」,NA,198
yi4~yi4,yì~yì,裔裔,裔裔,衣,NA,yejH~yejH,*l[a][t]-s~*l[a][t]-s,NA,NA,飛流的樣子。漢書．卷二十二．禮樂志：「先以雨，般裔裔。」舞姿或步履輕盈的樣子。文選．左思．蜀都賦：「紆長袖而屢舞，翩躚躚而裔裔。」,NA,1884
chang2~chang2,cháng~cháng,裳裳,裳裳,衣,NA,dzyang~dzyang,*daŋ~*daŋ,NA,NA,光明盛美的樣子。詩經．小雅．裳裳者華：「裳裳者華，其葉湑兮。」,NA,163
yan2~yan2,yán~yán,言言,言言,言,NA,ngjon~ngjon,*ŋa[n]~*ŋa[n],NA,NA,高大的樣子。詩經．大雅．皇矣：「臨衝閑閑，崇墉言言。」每一句話。三國演義．第六十九回：「輅亹亹而談，言言精奧。」和悅而恭敬的樣子。禮記．玉藻：「君子之飲酒也，受一爵而色洒如也，二爵而言言斯。」,NA,1768
xu1~xu1,xū~xū,訏訏,訏訏,言,NA,xju~xju,*qʷʰ(r)a~*qʷʰ(r)a,NA,NA,形容廣大的樣子。詩經．大雅．韓奕：「孔樂韓土，川澤訏訏。」,NA,1726
xiong1~xiong1,xiōng~xiōng,訩訩,訩訩,言,NA,xjowng~xjowng,*qʰ(r)oŋ~*qʰ(r)oŋ,NA,hue and cry; tumult and uproar,NA,NA,1716
hu3~hu3,hǔ~hǔ,許許,许许,言,NA,xuX~xuX,*qʰˤaʔ~*qʰˤaʔ,NA,NA,眾人共同出力時所發的聲音。詩經．小雅．伐木：「伐木許許，釃酒有藇。」,NA,490
zi1~zi1,zī~zī,訾訾,訾訾,言,NA,zje~zje,*s-N-tse(j)~*s-N-tse(j),NA,NA,NA,NA,2098
zi1~zi1,zī~zī,訿訿,訿訿,言,NA,tsi~tsi,NA~NA,NA,NA,NA,NA,2099
yu3~yu3,yǔ~yǔ,語語,语语,言,NA,ngjoX~ngjoX,*ŋ(r)aʔ~*ŋ(r)aʔ,NA,NA,NA,NA,1986
